tweet,label
"watching underworld with jace, having a pretty nice sunday.",2
brock lesnar reminds fans why he can beat the undertaker this sunday at @user summerslam. http,2
"serena and venus williams face off at us open: for the 27th time, the sisters played against each other 14 yea... http",1
"@user part of the india 'a' playing xi, will be available for the ranji trophy opening fixture against baroda starting tomorrow.",1
thought i would try the black glasses look....i may need the malcolm x joints tho' http,1
"done work for the week, seeing rush tomorrow in buffalo, then playing with plan b at brydens in milton sat for the halloween bash. wooo!",1
i sweeeaaaaarrrrr if zayn is on the red carpet tomorrow at the vma's i'm gonna jump out my fucking window,2
i'm still not over black friday with kendrick and j cole tbh,1
"""if i was dyslexic i would hate the sound of cate blanchett's theme tune on a sunday evening, forced to acknowledge that the weekend is over""",0
u saw it here 1st welcome to miami! ice cube and kevin hart are back in #ridealong2. see the brand new trailer here. http,2
@user @user john cena may have put his dick in amy schumer. he loses what little anything he had for that.,0
"""sharknado isn't sharknado without @user she just had a baby inside a roasted shark, c'mon people that's a dedicated mom #aprillives""",1
lots of artists in and out today stocking up for tonight's late night shopping in haltwhistle. glad to see the sun out! see you later.,2
@user is creeping! rt me justin love ya so excited for the concert in october mexico loves you<3 u inspire me,2
"""national hot dog day is tomorrow!  sonic is doing """"dollar"""" hot dogs....the 6 inch size.....all day tomorrow.  i... http",2
i may or may not be crying as i listen to calibraska for the 1037292947291 time bc of how proud i am of jack and jack ((-':,2
"""@user cnn has a definite bias, they aren't reporting carly fiorina moving into 3rd place in iowa on cnnpolitics, something going on?""",0
en direct sur #periscope : im practicing the rolling stone for wednesday in quebec http,1
thanks to everyone who played jouvert with us red antz miami. see you all on the road tomorrow with euphoria mas.,2
"""if any us citizen defends their 1st,4th, &amp; any constitutional rights, prepare for premeditated retaliation from big brother, &amp; he's watching""",1
didn't know ice cube was a ghostwriter but i guess it makes sense since he wrote friday,1
watching the grey with liam neeson. one of my twitter friends recommend. and it's really good. thanks for tuesday night's entertainment.,2
can come my room but cannot come my house cos my house still messy... haha...,0
.@user @user @user   we don't want obama dumping them in the usa!   http,0
praying wednesday can beat manager less rovers. hoping jordan rhodes forgets he put 4 past us last season! #swfc,1
"upon my most recent visit , i saw a lawn with flowers that spelled out `` norwegian wood '' .",1
oh he using the racist dog whistle trump spews. #notgood http,0
@user you said it. im super proud of all my kids. oldest is in 2nd year bachelor of education. and still plays soccer. #proudmom,2
1st photo with my galaxy s ii and my gfs little rotten apple http,1
i just realized that the only ukiss member that hyung jun following is kevin..,1
"""@user  guest sr.wh advisor valerie jarret from iran, talks 'bout bho admin's reformation of the criminal justice system at 1:55am. cst mon""",1
@user moto g (3rd gen) have all the super power that i really want in a smartphone !! #mymotog,2
@user texas and baylor both looked awesome last night. we are heading to the games tomorrow night.i say final is texas/baylor,2
as long as it's not chris evans standing in!!!! http,2
"""{haha ziiinggg} rt @user all across the us, with live feeds down, big brother fans are seeing the sun for the first time in months.""",1
"""i googled \""""coffee & its immediate response, mechanisms\"""" the first page that appeared \""""september 11 attacks, wiki\"""".. i dont see the link here""",0
"""so if briana (people mag july 14 2015 as preggers) got pregnant that day, then 9 mos is april 14 2016. so just how early did they announce?""",1
not everyone has the same image of sexy. there are plenty of men out there who may think i'm built like ray lewis wit a weave. oh well...,2
"""bono,paul mccartney &amp; freddie mercury together on stage during the live aid concert at wembley stadium on 13 july '85 http",1
don't forget the hawks game against lsh of friday nught. 7.45 ko at the woodlands.,1
"""#barcelona: left back jordi alba is out of game vs #getafe through illness but, skipper carles puyol is back for the saturday encounter.""",1
rt @user boehner wants president to change speech to thurs instead of going against #gop2012 debate. what? same time as packers ...,0
"""i remember chad calling boko haram """"school boys"""" vowing to end them in two weeks.. now he knows what's up  http",0
"can mike brown play golf? he may need to hit up the stanford women's  team w ty willingham after this start, honestly... #lakers",1
have you seen @user friday night lights? our service powered all of the live-streaming updates. read more: http,1
@user @user okay sweet! i'll give it a go when i hop on minecraft on sunday,2
"""@user  malice.  fyi tony blair may be loved in usa but he is pretty much despised by many if not most, here in england.""",0
brock lesnar must put an end to this.. this dude be sneaking up on people in a dark arena.. shit.. no one will cut the lights on sunday,0
sooooo....chef kerry has an extra ticket to the owls head transportation museum gala on september 12. kerry and... http,1
oops i tink i got the wrong meaning of wat you intended to have... :p... sorrie for intruding and ignore all my sms... tata!,0
"""foo fighters tomorrow night in milton keynes also supported by royal blood, can't wait, going to be awesome!""",2
sarurday pat caddell demanded hillary face tough questions and male interviewers; tuesday she talks with gay ken doll david muir and cries,1
"and if you're from maryland, early voting has been extended until tomorrow at 9pm. please go vote!",1
"lol 7th grade boys, don't tweet about hitting the gym when you're probably just eating cheetos & jackin it to wizards of waverly place",1
"video of the 1st points for anthony davis, lin, harden, rivers, drummond, harrison barnes & jrich on their new teams http",1
@user aki ta junior saying he inviting max tomorrow lol to chill in the house,2
"the 1st academy awards ceremony, presented by the academy of motion picture arts and sciences (ampas), honored... http",1
charges filed in calif. shooting that killed 3 - a convicted felon was charged monday with the murders of three peop... http,0
@user @user if rousey got hit with 9 significant strikes sat i'm passing.may take cyborg if enough $$$ comes in on rousey,1
goodnight friends i love you and niall and i can't wait to see the boys again tomorrow ahhhhdnfcn,2
"""brentley is away tonight, i miss him! but it's nice to have a little break once in a while. sleeping all day tomorrow!""",2
"video: afp - gaza's hamas denies involvement in sinai attack: following the election of mohamed morsi in june, r... http",1
.@user enjoy 'fun on the fly' with @user in green park on the 16th from 4-6pm. obama is a fan! http,2
oh look it's monday  oh look no teen wolf,0
"""watching the bad blood premiere at #thestangrammys, but planning to release feeling myself vid tomorrow. http",2
"""interesting that search for """"goddell on http brings up """"tom brady needs to drop it and move on"""" as 1st result.""",1
@user set kanye west up w/the perfect opportunity to rebound from the taylor swift shenanigans &amp; instead he sat on the ball &amp; spinned. unreal,1
click over picture to visit auctions .,1
one may argue if hanging yakub was right or wrong. but the people who are trying to portray him as a communal hero are purely anti-national,0
@user  go kim go kim go merry christmas kim kardashian may your god be with you with love peace happiness,2
"""statesboro, ga has just been added to the tour dates for sept 28th at rum runners!""",1
"@user yep, mavs started 0-4 before racking up 67 wins in 06-07. of course they also flamed out in the 1st round against golden state.",0
this has to be the 30th time grown ups has been on fx in the past 3 weeks,1
i was thinking about catching a movie... do u think it's a gd idea?,1
"#new #shit 10 things to know for friday: the u.s. postal service, on the brink of default on a second... http #new #swag",0
good luck and may the gmo gods (monsanto) correct you to the path of truth. ;) @user,1
#dbacks #brewers.  lucroy grounds out to 2nd base.  2 outs.  more boos for ryan braun as he walks up to the plate.,1
"""hopefully going to genera with physics, down side is its only 6th years who are going and i don't talk to many #worthitbut""",2
tomorrow i'm going to see the pope and i couldn't be more excited!,2
"to all junior and senior girls, volleyball try-out is tomorrow at lunch in the south gym! bring all you got!",1
kinder morgan (kmi) said friday it agrees to pay $110m to settle investors' lawsuits related to its ac... http $kmi,2
who else thinks that the 'little things' video that premieres november 2nd is gonna beat justin biebers record?,1
@user @user throw in children and that may mean close to 5% of the population added in muslims / year .. great times!,1
@user this thursday's msa meeting inshallah. check out the facebook event!,1
"my pain may be the reason for somebody,s laugh but my laugh must never be a reason for somebody,s pain #charlie_chaplin",1
"@user @user i'll be working saturday, but hope to watch the pride parade on sunday. #canqueer #ottawa",1
@user @user i'm working to make masked lumen and in march i'll go to cartoomics in milan with a big italian group for bayo,2
wow. tiger fires a 63 but not good enough.  nick watney shoots a 59 if he birdies the 18th?!? #sick,0
@user @user it's easy when your blue !!!!!!! hope the toon beat the smb tomorrow,2
"""speed of light iron maiden | format: mp3 music release date: august 14, 2015 download:   $1.29 (visit the hot ... http",1
"""where's the sun mommy?"" ""it's asleep like you should be"" ""but harper's a moon mommy""  dammit kid.",1
mark it on your calendar. jon huntsman will be talking to duke students on the 30th with a live stream!,1
"the ambition of nadal, the knees of ena sharples and the liver of george best. my recipe for saturday tennis. #5-7 5-7",1
all i can think about is jason aldean thursday night,2
"""honestly, justin bieber's music could disappear of the face of the earth tomorrow and i couldn't give any less of a fuck.""",0
"""great weekend thus far, gig with the boys on friday, gym and sold my car on saturday, birthday @ mitcham today. booze free and saving cash!""",2
"""going to @user playing main stage sat 13.25 with cat dowling, then deezer stage sat 19.45 with violet roadkills! see you there!""",1
"i swear if everyone goes to this party saturday its going to be the new, project x!",1
look @user i found the 1st #snapdragon phone in my stuff from #toshiba and @user still working :) http,2
@user think sharknado is on netflix. while being a veggie today i may look for it. :),2
"labor day weekend may be over, but there's no reason why you can't continue the fun today at twisted oak tavern.... http",2
latest: jack mcdermott quits job at mcdonalds just weeks after coming 4th on big brother http #celebrity,1
"""i'm going to such gold at hoosier dome in indianapolis, in - nov 1 http",1
"@user sumo made the game. sony's in-lead. sony decided the game release date, they chose black friday to get more money.",1
so ready to be done with classes tomorrow and head to chapel hill to support my favorite #wuwbb ladies @user  & @user,2
"""i'm off to see disney on ice with work on sunday, i am excited!""",2
jays' price is money against the orioles: griffin: lefty david price had an opportunity saturday against the o... http,1
looking forward to speaking about email marketing at the @user social media conference tomorrow in grand bend.... http,2
i'm so good at gambling. i just owned las vegas. leaving tomorrow morning for a weekend of dog sitting and homework. not a bad week.,2
"glad to hear you are coping fine in uni... so, wat interview did you go to? how did it go?",2
"at noon today, you'll know why #youcount tune in to abs-cbn to see the 1st #tvc of the biggest & d' brightest #bpo employer in ph #convergys",2
all of the santa clauses that chuck norris sat on as a child are now paraplegic.,0
@user i'm just now gettin things finalized plans but it's september 29th at cafe asia,1
"""labron's going to be moderating that, if i understand -- john kasich on thursday's cleveland fox debate ... #votersfirst""",1
i'll bet you a peanut butter sandwich that seal team 6 takes out kony just before november 6th.,2
"krul crocked, just putting it out there craig gordon britains 2nd most expensive keeper is without a club? #nufc #safc #ftm",0
"""one of my older campers texted me and was like """"what do you want tomorrow i'm bringing in dunkin for the senior counsellors"""" ok what a saint""",1
i have two jason aldean tickets on sale for saturday's concert! $30 each or $50 for both! text me or dm me if you want them!,1
@user @user @user @user ha i just saw this.. made my sunday.. also zlatan is really good at soccer norris,2
#michaeljackson died in the care of conrad murray a whole #83minutes before murray called 911.the truth coming thurs  http,0
"""#maltese dognapping; assault at dunkin' gonuts; man leaves key in car, it gets stolen (seriously): http #police #crime""",0
"""why christmas and not """"holiday""""? us jews (and perhaps muslims) might want to know?  http",1
i'm pretty sad that this is the first time i've heard black friday by kendrick and j.cole,1
(part i) dead network walking: why google+ may be on its way out: google is phasing out many of the capabiliti... http,0
@user @user would love to have you on our show to talk about swachh bharat! show is live on thursday oct 16.,2
hanging out with good friends more ... ( kimmy we need to set a date ! ),2
"2015 wyndham championship: tee times, pairings for sunday's round in greensboro: tiger woods was bounced from the sunday final pairin...",1
our friends @user rugby team are back in richmond tonight playing @user under friday night lights. good luck to both teams,2
go figure on miss usa is talking about bi racial and 1st time immigrants sad how the owner missed up the girls this yr.,0
@user yeah z wants to go  see  it and i told them  go  for it i pass. paper towns  is playing but i'd rather read the  book 1st,1
* @user thor's day is such a good day for #bringingthehammerdown!  may the farce be with u*u!  http  #uua #uuism,2
@user i heard 2chajnz and wayne is making one and if kendrick and cole's drops in feb. it'll be game over,1
t-mobile cracking the whip on unlimited 4g lte data abusers:  t-mobile starting tomorrow will be going after t... http,0
"election calendar: we'll see whether tsipras's policies have boosted extremist parties or the left, as he claims. http",1
"imagine ur otp: person a: babe, it's valentine's day person b: woo you better call into work tomorrow im bout to suck the soul outta you",1
"but yeah, young black film makers, afropolitans at the rich mix this sunday, pass through to discuss zoe saldana debacle.",1
"""if distributions are not large enough, the ira owner may have to pay a 50% penalty on amounts not distributed http",0
@user @user account to kims mother kim was born 1976 she turned 39 july 11. nicki will be 33 in 4 months. my accuracy &gt; urs,1
terry collins says david wright batting 4th is because he kills lefties and because tc didn't want to disrupt top of order that's clicking.,1
@user @user releasing one with kendrick in feb,1
"don't worry too much. i wanted to say just now, you can take it to god in prayer. ??",2
the @user game will be held sunday night at 8 pm ct on cbs college sports. you can follow the event blog: http,1
"""imagine thinking hulk hogan is rting all these tweets, the people who run his account who are doing it, hes prob at a kkk march or something""",1
"i am sure you are fine , sweetie .",2
"bernie sanders may be extreme, but he honestly seems to despise poverty, racism, discrimination, war, income inequality, &amp; corrupt politics.",2
i don't believe my luck. last night i said i was gonna go 25 down on conor mcgregor 2nd round win and never put it on. fuck my life.,0
"""scott walker may be pandering to the party's lunatic fringe, but credit where it's due, he comes off as an actual lunatic.""",0
mariah carey's star on the walk of fame- it's about damn time! http,2
"omg , someone said what an ugly baby i have in there ... how mental can you get ?",0
hope you're all planning to tune in to ballet west's breaking pointe premiering on the cw on may 31st!!! you... http,2
rt @user twitterverse blowing up about shannon sharpe's awesome hall of fame speech. we'll have the video clip on http a little later ...,2
@user thanks for sharing this course gary. :) you may want to check out this blogpost on amazon ml as well: http,2
reach out if you're interested in attending ibm insight2015 oct. 25-29th http,1
"""#filmquotefriday \""""""""you were the worst fucking deal i ever made!\"""""""" johnny blaze, ghost rider:spirit of vengeance. on 3d blu-ray and dvd monday!""",0
"""saudi defense minister: """"we will work to hit any terrorist organization in afghanistan""""  wtf. saudi arabia was the 1st to recognize taliban.""",0
it's the last regular sunday market before christmas (though there will of course be the ever-popular twilight... http,1
proudofallstar? fuck yeah. let's get it trending worldwide just like we got allstar weekend trending worldwide tonight!(:,2
addicted to army wives and i'm only on the 5th episode of the 1st season!,2
@user amazing album!! also you may be responsible for a new baby boom #trilogy#babymakinmusic,2
@user r yall going to be in dallas friday & saturday?,1
tomorrow the day apple reveals a new iphone &amp; ipad #soanxious i want both items asap!,2
plus i got seinfeld all on dvd plus i killed the math section on the sat,2
"""it's good to kno the nfl season starts thursday, so we can hear about other teams other then tom brady an the pats! #idontcareiftheycheated""",2
anyone wanna get dunkin together tomorrow morning and just chat???,2
espn's chris mortensen confirms that danny amendola (clavicle) will be inactive for the rams on sunday.,1
my ma's so fucking ukip. she may as well be smoking bensons and sipping john smith's ale as she's giving off about the chinese,0
what's that you say? the ladykillers single is out on monday? you're going to buy it?,1
"""monday: roman reigns goes one on one with the director of operations, kane! http",1
"""\""""""""happy valentines day\"""""""" awkward cuz its def not february 14th in the u.s....""",2
"""@user wwe got best wrestling athletes in every era. you may find awesomeness in the miz,seth rollins,sami zayn,wade barrett,sheamus,""",2
in a bad mood. so lemme hit you with a #spoiler twofer tuesday: 1) han dies 2) thor is peter quill's father have fun at the movies!,0
"""decided to enter the cape argus pick n pay cycle tour happening on sun, 10 mar 2013!""",1
london copper up for 3rd day and underpinned by china data - steelguru http,1
"""at us open, the dustin johnson choke was sunday. at open championship, it began on saturday. at pga championship, it is starting thursday""",1
sonia and rahul gandhi will have to appear on the next date of hearing on feb 20 as well @user,1
david ortiz blasted his 496th career home run during the red sox' 9-2 win over the phillies on saturday http,1
i liked a @user video http jay park dancing dougie with prepix in front t.g.i.friday's (cl,2
curtis asking me if we wanna go mexico or canada over the summer.... what kinda question is that c'mon burrito cholo,1
got the job in the mall ..now time to get the job at  adidas tomorrow,1
i strive to be like wednesday adams every day.,2
@user well you better be dancing on the 25th! :d no but you went cray at niggas in paris. :)) i feel like death.,2
"""@user yup but got to be at trinity next tuesday to enrole, wednesday is a good day to brake the week""",2
"tomorrow at 10h (cet), earworms on radiom.fr, with music from present, noel akchote, mats and morgan, odessey and oracle and butthole sufers",2
"@user @user practicing for the great topless march on venice beach, taking it a bit further?  a matter of principle, or meth?",2
"so #deadpool comes out on feb 12th. if you ask me, it's the perfect movie for a valentine's date.",2
"""(phone arena) sprint getting samsung galaxy tab 2 10.1 with lte support, on november 11th http",1
trump loves christians &amp;may not be particularly 'religious' as we know it....but god is still allowing him to excel in spite of everything!!,2
i really want to hang out with oomf tomorrow,2
"""okay so tomorrow me, @user and @user have a date with the fair""",1
tomorrow i will be in nashville wearing a too tight dri-fit vols shirt and some nike shorts that were so high i had to make payments on em.,2
i want to see white arrows at north star bar sat + @user studio session on wed,1
for $80 on t-mobile u get unlimited talk/text/data while in the us/mexico/canada. c'mon get with the times #canadiancellphoneplanssuck,0
takeaway en route and treating the other half to the 3rd film of the twilight set #boxingday #chiller,1
amazon may sell $50 tablet with 6-inch screen during the holiday season http,1
c'mon guys we all knew taylor was gonna do something eventually when lena dunham showed up in the bad blood video.,1
way to go roger. old man federer just keeps rolling along. #djokernole v. #fed for the final tomorrow. #cincytennis,2
"we watched that show for about a minute , and we just could not stand it .",0
david beckham can you please marry me... like tomorrow,2
suffering for the greater god   your kids may wonder why some christians suffer. they may be confused by the... http,1
"ajavon has been impressive with attacking the basket and creating. atl unstoppable in transition, bentley and lacy gone cold in 2nd half",1
when is top gear back on the bbc? new presenter chris evans reveals date of show's return: bbc radio 2 and tfi friday host discloses ...,2
"""gonna stream umineko again on tuesday or wednesday. will probably hit the second twilight at least, i hope.""",2
fec hold farewell session for seven ministers - president goodluck jonathan on wednesday led the federal executive... http,1
"""on wall street, bulls are upbeat at the conclusion of a volatile week. housing starts +6.3%. #marketsong: """"""""friday on my mind"""""""" by easybeats""",2
looking forward to watching the mackems smash the mags. roll on sunday.,2
"""just sat here casually daydreaming about norman reedus, you know, as you do at 3:10 on a wednesday afternoon! love xxx @user",2
"""i knw my ish!... \""""kev hart voice\""""...lol! happy sunday!rt @user lol:-prt @user if kevin hart make u ... http",2
"""@user the next time you call me such a name, you may have to tell mikasa that you can no longer make children... *gives a rather--""",0
"your only ""live and local"" country station in the triangle, @user was the 1st to make this huge concert announcement. eric church 2 raleigh!",2
some dude created what is likely the most difficult custom levels for the original super mario bros. .,1
which idol group is the best in kpop? exo or bigbang?  via chuutalk http  c'mon vip vote for bigbang,1
1pm august 16th live stream + duels with miley. :) be prepared!,1
holy shit national hot dog day is thursday. if you know me well enough you'll know how important this is to me rn,2
@user @user @user i'd love to see y'all. will you all be in town for sxsw in march?,2
he needs to win against the clippers tomorrow or hell will start to rain down on his ass !,0
@user but a friend of briana said that louis may not be the dad because she's also hooking up with other guys that time,1
saudi arabia's oil-induced cash crunch may come quicker than you think http,1
"""goal neymar! 0-2, reminds me of the game before between valencia &amp; atleti just at the end of the 1st half! #fcblive #rayfcb""",2
details of matches we're showing live for the rugby world cup coming later today.,1
"""on the blog: tues meme \""""like this, try this\"""" via http featuring pretty little liars, unearthly & sabrina the teenage witch""",1
now @user get de gea to sign a big deal so real madrid don't buy him in january on the cheap! #degea #deadlineday http,1
@user obama even changed the oath of allegiance in july to accommodate muslims,1
i may never tweet about anything other than kanye west ever again,2
"zhen ah, u still staying in hall right?",1
"""#sport - paul dunne can make history on monday, says jordan spieth following irish amateur's heroics at st an... http",2
@user are you coming to the fair on sunday,1
"t-mobile and band 12 support in unlocked smartphones put in the spotlight - tmonews:   august 27, 2015 alex wa... http",1
the dreamers may die but the dreams live on. - iron maiden,1
"""@user perfect timing on this, milan! got tickets for the new star wars movie yet? may the force be with you!""",2
we pumping inside twilight on dec 19th ugly sweater fete'r with @user @user @user @user get mad now..,1
if angela merkel fainted at bayreuth tristan it may be the only thing she has in common with emmanuel chabrier http,1
"""@user hi cena why would you do this sunday,do you want to the rock face again,undertaker will face in wm30?? good luck <3""",2
that just made my chest hurt .,1
"@user @user however, he has confirmed breaking a chair in the duke pressbox, 2nd such destruction at a duke sporting event.",0
"who's on first? 1st down & goal or ready, set, debate? who is big ratings winner tonight?  - sadly the bachelor would probably beat all",0
barca won the treble and had a transfer ban yet they signed two players. arsenal came 3rd in the bpl and they didn't buy an outfield player,1
"dale sun doesn't use oracle, he is the oracle.",2
the @user bullpen's impression of 7th inning kershaw was spot on tonight,2
what works for kim kardashian may not work the same way for you girls! #facts,0
"road trip (sort of) with my boyfriend this monday from pottstown, pa, to hanover, pa, to chambersburg, pa, then ... http",1
it's like when zayn said he was just taking a break all over again.. http,1
so today we think @user r going to complete their draft to destroy #ecigs &amp; ashton is officially reinstated. happy friday guys. #sick,2
"@user i debated it 1st, but now i totally agree, followed by poetic justice..",2
pampers baby dry size 4 diapers economy pack plus 192 count was the most popular selling grocery item on ash wed... http,2
may 12 - international nurses day- celebrate the birthday of '' ''florence nightingale'' !! happy nurses day !! http,2
@user good for david cameron. importing the 3rd world while displacing traditional european culture is not in their best interest.,1
anyone want ed sheeran tickets for september 17? about 35 dollars ? i have two tickets,1
richard bland carded a 2nd round 6-under 66 to surge into a 1-shot lead at the italian open. #ssgolf,1
bout to watch friday night lights for like the 3rd time. one of my favorite shows,2
"governor mike pence must go. he's the 2nd worst governor in the nation, only ahead of bobby jindal. @user @user",1
just watched the 1st ever elimination chamber match i had no idea it was an hour long till it ended.,1
"""i saw paper towns on friday, it was good i guess but there was so much changes compares to the book, it bothered me""",0
what colour is the second g in google? (no googling!) bianca's back - #se16's most refreshing #quiz! thurs 7:30pm http,2
qb christian ponder was taken with the 12th pick in the #2011draft. picked before qb's andy dalton &amp; colin kaepernick http,1
buses to replace train services on sunday as fans flock to the national bowl to see foo fighters | onemk http,1
so meek just sat on his ass and didn't walk nicki up to the stage?  #vmas2015,0
yes the caitlyn jenner fancy dress is absolutely disgusting but what's worse is how close to october we actually are already,0
"""ant-man was ok. loved the action, first hour dull, 2nd hour great, villain was actually a good villain.""",2
"""let's review milan's summer: got stadium deal, now balking at the site 150m to spend, spent 91m floated mr bee, he may as well be the chef""",1
i have to do an all about me project ik what is this 5th grade? but anyways i have to list my accomplishments and my only is a niall follow,1
i can't imagine charles darwin would have just sat back and accepted there was no evolutionary purpose for a narwal horn. scientists?!,1
voucher + vip card i think each person 10+,1
finished my drawing of justin. can't wait to head to the today show tomorrow! #whatdoyoumeanacoustic http,2
"""white sox vs red sox tomorrow, cubs vs reds on the 1st, n bears vs packers on the 13th. what a good going away present!""",2
"it's wednesday! best week in a long time. batman, harley, star wars, saga. ant man toys, tons more. love it!! http",2
look #steelers fans i know you may be upset about suisham missing that kick. just know that i heard a guy named billy cundiff is available.,1
july 23 was national hot dog day.  i'm all for celebrating but is this taking it too far? http,2
"i may have done a dumb thing, but it's out there now. my new, long term goal: the challenge  http",1
this dude at the nike store used a changing room to try on shoes. c'mon man,0
"""seth rollins, the authority must break up to create better storylines:  this past monday, following the """"in me... http",1
"i would still vote for enrile. old as he may be, he makes me feel that our law is sweet as it may be sour.",2
kristin chenoweth says she is glad to be in bethlehem for saturday performance http,2
"mariah carey: ""i really haven't paid attention to madonna since about like 7th or 8th grade, when she used to be popular."" melhor shade",0
"mt @user i will be on cbs friday morning, speaking about the possible link with global warming and the hurricane.",1
"""tuesday's off are the best cause i get to catch up on big brother, bachelor in paradise, and sytycd. #yas""",2
turns out yoko kanno is the perfect soundtrack to a rainy saturday morning.,2
"@user i heard that ms. pink friday got tired of hearing mrs. canon bragging about her records, grammys, success and bs.",1
everytime the steelers are playing on sunday night football the first thing i get fired up for is ike taylor introducing himself,2
"""this may be an unpopular opinion, but i think that ever since the grammy's snubbed kendrick the first time,they just throwing awards at him""",0
"dethklok, all that remains, machine head, and the black dahlia murder at stage ae november 8th..highly considering going to that.#heavymetal",1
"""hymn of the day  : katy perry - last friday night (t.g.i.f)  we are back tomorrow night, for mixed group guest... http",1
deadpool game for xbox one and ps4 arrives in mid-november: activision has announced to release of the r... http #fari,1
are you joining us for the pride parade on sun sept 6? starts at noon! http,2
the 2nd ya novel in a row i've read with the main teen obsessed with nirvana. ha! #jumpedin #carnivalatbray #grungeteens,1
park shin hye will have a fan meeting in the philippines on march! is it true? o.0 @user,2
"""chief minister, omar abdullah monday said that he would discuss the issue of providing security to panchayat... http",1
@user @user in muslim countries like saudi arabia and iran they are sung with respect. law should be obeyed.they may go where not.,2
vasilis girasis' webcast (usually thursday) will be available friday morning since it's national women's day (hol) in south africa tomorrow.,2
@user what a giggle. when 3rd parties were desperate to work with nintendo.,0
"""@user its in milan, so hopefully it will be there today. it was a bank holiday on monday which may cause delay so no later than monday""",1
my 1st gen moto g is more solid than nokia 3310. i love the stock android on moto g  http,2
@user @user @user @user i feel next season may be better for vicki if briana is on #rhoc with adorable boys. #positive,2
"marco rubio &amp; bobby jindal, both born to non-citizen parents call for revising the 14th amnd. republicans' brain is a nanometrology wonder.",0
today is ecuador's independence day que viva el ecuador! yes i was born on my parents' country freedon day! i'm proud to be an ecuadorian!,2
few people understand names - google+ may have failed because of it.  http @user http,0
the daily zap: catch highlights from thursday's action in the nba. http,1
"""sadly, the bjp may still find itself on the backfoot next elections despite best efforts by rahul gandhi""",0
"finland's nokia agrees on china joint venture with huaxin: helsinki, aug 28 (reuters) - finnish telecom equipm... http",1
what time does the british open start monday? can paul dunne win? http http,1
"yeah , those r the ones i posted at osculations @ ljcommunity .",1
@user so we get to see it in ireland tomorrow on e news. can't wait. congrats on the little bun in the oven #amazeballs x,2
"""wait, who's that running into the debate? it's... it's hulk hogan as the 18th candidate! and he just clobbered jeb with a chair #gopdebate""",1
one of my co-workers wanted to know what i was humming .,1
watch the the morning blend tomorrow as ian bennett will be strutting his stuff in their fashion show. tune into tjm4 at 9 am.,1
lets go saints saints: saints 7th round pick ot marcel jones from nebraska at the nfl combine http saints: saints 7t...,1
so proud my alma mater is hosting the 1st debate this wednesday! debate 2012 | university of denver http,2
"""abbamania or night fever: an evening of the bee gees (7:30 p.m., december 17 and 18) http",1
"""janick gers interviewed on the new iron maiden album, out sept 4... http",1
did we all forget about kendrick's black friday track? lawwwd,1
